loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.751,2.7322027683258057,3.876582278481013e-06,0.023752969121140142,50,,,,,,,,,,,,,,,,,,,,,
0.712,1.3641328811645508,7.83227848101266e-06,0.047505938242280284,100,,,,,,,,,,,,,,,,,,,,,
0.6897,3.1927711963653564,1.1787974683544304e-05,0.07125890736342043,150,,,,,,,,,,,,,,,,,,,,,
0.6885,4.106476783752441,1.574367088607595e-05,0.09501187648456057,200,,,,,,,,,,,,,,,,,,,,,
0.687,2.4598734378814697,1.9699367088607594e-05,0.1187648456057007,250,,,,,,,,,,,,,,,,,,,,,
0.6853,2.2499423027038574,2.3655063291139243e-05,0.14251781472684086,300,,,,,,,,,,,,,,,,,,,,,
0.6855,1.1818760633468628,2.7610759493670884e-05,0.166270783847981,350,,,,,,,,,,,,,,,,,,,,,
0.6493,2.061046600341797,3.1566455696202536e-05,0.19002375296912113,400,,,,,,,,,,,,,,,,,,,,,
0.3892,3.1755728721618652,3.552215189873418e-05,0.21377672209026127,450,,,,,,,,,,,,,,,,,,,,,
0.3412,4.458322525024414,3.9477848101265826e-05,0.2375296912114014,500,,,,,,,,,,,,,,,,,,,,,
0.3132,4.134881973266602,4.343354430379747e-05,0.26128266033254155,550,,,,,,,,,,,,,,,,,,,,,
0.2588,6.714917182922363,4.7389240506329116e-05,0.2850356294536817,600,,,,,,,,,,,,,,,,,,,,,
0.2593,5.472049236297607,4.991408066309512e-05,0.3087885985748218,650,,,,,,,,,,,,,,,,,,,,,
0.2234,4.172250270843506,4.966137673102194e-05,0.332541567695962,700,,,,,,,,,,,,,,,,,,,,,
0.2669,4.216903209686279,4.9408672798948754e-05,0.35629453681710216,750,,,,,,,,,,,,,,,,,,,,,
0.233,7.1844258308410645,4.9155968866875576e-05,0.38004750593824227,800,,,,,,,,,,,,,,,,,,,,,
0.2368,4.940931797027588,4.890326493480239e-05,0.40380047505938244,850,,,,,,,,,,,,,,,,,,,,,
0.2288,4.267108917236328,4.8650561002729206e-05,0.42755344418052255,900,,,,,,,,,,,,,,,,,,,,,
0.2274,3.890331983566284,4.839785707065602e-05,0.4513064133016627,950,,,,,,,,,,,,,,,,,,,,,
0.2233,4.0883073806762695,4.8145153138582836e-05,0.4750593824228028,1000,,,,,,,,,,,,,,,,,,,,,
0.2168,5.35816764831543,4.789244920650965e-05,0.498812351543943,1050,,,,,,,,,,,,,,,,,,,,,
0.2122,5.8455634117126465,4.763974527443647e-05,0.5225653206650831,1100,,,,,,,,,,,,,,,,,,,,,
0.1949,4.2270894050598145,4.7387041342363295e-05,0.5463182897862233,1150,,,,,,,,,,,,,,,,,,,,,
0.2113,1.9164586067199707,4.713433741029011e-05,0.5700712589073634,1200,,,,,,,,,,,,,,,,,,,,,
0.2112,2.863780975341797,4.6881633478216925e-05,0.5938242280285035,1250,,,,,,,,,,,,,,,,,,,,,
0.2069,3.515972137451172,4.662892954614374e-05,0.6175771971496437,1300,,,,,,,,,,,,,,,,,,,,,
0.2092,3.2095913887023926,4.6376225614070555e-05,0.6413301662707839,1350,,,,,,,,,,,,,,,,,,,,,
0.2171,3.2894887924194336,4.612352168199737e-05,0.665083135391924,1400,,,,,,,,,,,,,,,,,,,,,
0.2075,3.6496222019195557,4.5870817749924185e-05,0.6888361045130641,1450,,,,,,,,,,,,,,,,,,,,,
0.2069,4.650012493133545,4.561811381785101e-05,0.7125890736342043,1500,,,,,,,,,,,,,,,,,,,,,
0.1873,5.76807165145874,4.536540988577783e-05,0.7363420427553444,1550,,,,,,,,,,,,,,,,,,,,,
0.2085,4.369970798492432,4.5112705953704644e-05,0.7600950118764845,1600,,,,,,,,,,,,,,,,,,,,,
0.2004,4.871072769165039,4.486000202163146e-05,0.7838479809976246,1650,,,,,,,,,,,,,,,,,,,,,
0.2016,3.3067188262939453,4.4607298089558274e-05,0.8076009501187649,1700,,,,,,,,,,,,,,,,,,,,,
0.196,6.0243353843688965,4.435459415748509e-05,0.831353919239905,1750,,,,,,,,,,,,,,,,,,,,,
0.1891,4.096879959106445,4.4101890225411904e-05,0.8551068883610451,1800,,,,,,,,,,,,,,,,,,,,,
0.2085,4.719119071960449,4.3849186293338726e-05,0.8788598574821853,1850,,,,,,,,,,,,,,,,,,,,,
0.1858,3.883166551589966,4.359648236126555e-05,0.9026128266033254,1900,,,,,,,,,,,,,,,,,,,,,
0.169,4.5260138511657715,4.334377842919236e-05,0.9263657957244655,1950,,,,,,,,,,,,,,,,,,,,,
0.1953,3.475785255432129,4.309107449711918e-05,0.9501187648456056,2000,,,,,,,,,,,,,,,,,,,,,
0.191,5.624236106872559,4.2838370565045993e-05,0.9738717339667459,2050,,,,,,,,,,,,,,,,,,,,,
0.1911,62.34987258911133,4.258566663297281e-05,0.997624703087886,2100,,,,,,,,,,,,,,,,,,,,,
,,,1.0,2105,0.11386315524578094,0.963302752293578,0.9767441860465116,0.9502262443438914,0.963302752293578,0.9255,471.114,15.128,,,,,,,,,,,,,
