loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.6912,0.6933230757713318,2.3259493670886073e-05,0.023752969121140142,50,,,,,,,,,,,,,,,,,,,,,
0.6864,1.3018003702163696,4.699367088607594e-05,0.047505938242280284,100,,,,,,,,,,,,,,,,,,,,,
0.6784,0.760394275188446,7.072784810126581e-05,0.07125890736342043,150,,,,,,,,,,,,,,,,,,,,,
0.6473,1.3161283731460571,9.44620253164557e-05,0.09501187648456057,200,,,,,,,,,,,,,,,,,,,,,
0.4425,2.241255521774292,0.00011819620253164555,0.1187648456057007,250,,,,,,,,,,,,,,,,,,,,,
0.3396,0.8614570498466492,0.00014193037974683545,0.14251781472684086,300,,,,,,,,,,,,,,,,,,,,,
0.2716,1.1419951915740967,0.0001656645569620253,0.166270783847981,350,,,,,,,,,,,,,,,,,,,,,
0.2721,1.4916568994522095,0.0001893987341772152,0.19002375296912113,400,,,,,,,,,,,,,,,,,,,,,
0.2822,2.1515450477600098,0.00021313291139240506,0.21377672209026127,450,,,,,,,,,,,,,,,,,,,,,
0.2454,4.4368157386779785,0.0002368670886075949,0.2375296912114014,500,,,,,,,,,,,,,,,,,,,,,
0.237,11.804481506347656,0.0002606012658227848,0.26128266033254155,550,,,,,,,,,,,,,,,,,,,,,
0.2506,1.9591195583343506,0.00028433544303797467,0.2850356294536817,600,,,,,,,,,,,,,,,,,,,,,
0.2386,3.5352489948272705,0.0002994844839785707,0.3087885985748218,650,,,,,,,,,,,,,,,,,,,,,
0.2274,1.1914210319519043,0.00029796826038613157,0.332541567695962,700,,,,,,,,,,,,,,,,,,,,,
0.2595,1.3553369045257568,0.0002964520367936925,0.35629453681710216,750,,,,,,,,,,,,,,,,,,,,,
0.2301,1.6076302528381348,0.00029493581320125343,0.38004750593824227,800,,,,,,,,,,,,,,,,,,,,,
0.2254,1.768430233001709,0.0002934195896088143,0.40380047505938244,850,,,,,,,,,,,,,,,,,,,,,
0.2097,1.5177863836288452,0.0002919033660163752,0.42755344418052255,900,,,,,,,,,,,,,,,,,,,,,
0.2608,2.161665916442871,0.0002903871424239361,0.4513064133016627,950,,,,,,,,,,,,,,,,,,,,,
0.2189,1.8422470092773438,0.000288870918831497,0.4750593824228028,1000,,,,,,,,,,,,,,,,,,,,,
0.2498,1.2018053531646729,0.00028735469523905787,0.498812351543943,1050,,,,,,,,,,,,,,,,,,,,,
0.2154,1.169323444366455,0.0002858384716466188,0.5225653206650831,1100,,,,,,,,,,,,,,,,,,,,,
0.198,0.573002278804779,0.00028432224805417973,0.5463182897862233,1150,,,,,,,,,,,,,,,,,,,,,
0.211,1.0043765306472778,0.0002828060244617406,0.5700712589073634,1200,,,,,,,,,,,,,,,,,,,,,
0.2098,1.3988080024719238,0.0002812898008693015,0.5938242280285035,1250,,,,,,,,,,,,,,,,,,,,,
0.2124,2.0347511768341064,0.0002797735772768624,0.6175771971496437,1300,,,,,,,,,,,,,,,,,,,,,
0.2065,1.2653533220291138,0.0002782573536844233,0.6413301662707839,1350,,,,,,,,,,,,,,,,,,,,,
0.225,1.677304983139038,0.0002767411300919842,0.665083135391924,1400,,,,,,,,,,,,,,,,,,,,,
0.2003,1.1538872718811035,0.0002752249064995451,0.6888361045130641,1450,,,,,,,,,,,,,,,,,,,,,
0.2313,3.521916389465332,0.00027370868290710603,0.7125890736342043,1500,,,,,,,,,,,,,,,,,,,,,
0.1961,1.7960208654403687,0.0002721924593146669,0.7363420427553444,1550,,,,,,,,,,,,,,,,,,,,,
0.2373,1.9396823644638062,0.00027067623572222784,0.7600950118764845,1600,,,,,,,,,,,,,,,,,,,,,
